coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo
CODDOC3827,51,married,secundaria,no,423,si,si,16,95,1,-1,0
CODDOC3829,31,married,desconocido,no,-120,si,no,3,100,3,201,2
CODDOC3830,41,divorced,secundaria,no,-365,si,no,28,226,10,-1,0
CODDOC3831,57,married,terciario,no,27069,no,si,20,174,3,-1,0
CODDOC3832,34,single,terciario,no,8038,si,no,20,29,3,152,1
CODDOC3834,47,divorced,secundaria,no,1139,si,no,11,106,2,-1,0
CODDOC3835,36,married,secundaria,no,189,si,no,19,136,1,120,1
CODDOC3837,39,married,secundaria,no,3663,no,no,11,230,3,-1,0
CODDOC3839,47,married,secundaria,si,-614,si,no,26,118,2,-1,0
CODDOC3840,51,divorced,secundaria,no,2323,si,si,18,151,10,-1,0
CODDOC3842,32,married,secundaria,no,5122,no,no,13,31,1,-1,0
CODDOC3843,36,divorced,terciario,no,608,no,no,26,125,2,-1,0
CODDOC3846,31,married,secundaria,no,1495,si,si,23,159,3,-1,0
CODDOC3847,49,married,secundaria,no,381,no,no,5,504,2,-1,0
CODDOC3849,26,single,terciario,no,1274,si,no,1,190,1,84,1
CODDOC3851,51,married,primaria,no,377,si,no,3,143,4,272,1
CODDOC3855,49,married,terciario,no,1843,si,no,25,269,1,-1,0
CODDOC3856,47,married,secundaria,no,-9,no,no,14,457,2,-1,0
CODDOC3858,50,married,terciario,no,433,si,no,18,47,4,-1,0
CODDOC3860,54,married,primaria,no,4503,no,no,21,168,3,-1,0
CODDOC3861,40,married,secundaria,no,51,si,no,11,50,1,-1,0
CODDOC3863,57,married,secundaria,no,49,si,si,25,93,4,-1,0
CODDOC3865,49,married,secundaria,no,-147,si,no,20,390,1,-1,0
CODDOC3868,58,married,terciario,no,172,no,no,19,145,7,-1,0
CODDOC3870,36,divorced,terciario,no,649,no,no,16,237,2,91,1
CODDOC3872,30,married,secundaria,no,142,si,no,20,350,4,-1,0
CODDOC3878,62,married,secundaria,no,367,no,no,2,139,5,-1,0
CODDOC3880,25,single,terciario,no,1420,no,no,8,124,2,-1,0
CODDOC3881,34,single,terciario,no,340,si,no,3,633,28,-1,0
CODDOC3882,44,single,secundaria,no,1679,no,no,20,718,1,-1,0
CODDOC3883,38,married,terciario,no,1198,si,no,2,63,1,-1,0
CODDOC3884,57,married,secundaria,no,169,no,no,14,180,1,106,2
CODDOC3888,27,single,terciario,no,212,si,no,15,373,1,-1,0
CODDOC3889,37,divorced,secundaria,no,23,no,no,20,289,2,-1,0
CODDOC3890,47,single,terciario,no,4402,no,no,10,805,1,190,1
CODDOC3891,31,divorced,primaria,no,459,si,no,7,623,1,293,1
CODDOC3892,39,married,secundaria,no,4722,si,no,17,483,1,-1,0
CODDOC3893,35,divorced,terciario,no,1555,si,no,9,26,2,-1,0
CODDOC3895,38,single,terciario,no,0,si,no,17,213,2,-1,0
CODDOC3896,31,married,secundaria,no,3706,si,no,20,129,1,-1,0
CODDOC3897,36,married,primaria,no,1177,no,no,15,330,1,311,4
CODDOC3898,53,married,primaria,no,2096,no,no,9,104,1,-1,0
CODDOC3899,59,married,primaria,no,748,no,no,29,184,1,-1,0
CODDOC3900,29,single,terciario,no,3357,no,no,21,120,3,-1,0
CODDOC3904,56,married,primaria,no,420,si,no,9,76,1,-1,0
CODDOC3907,51,married,primaria,no,844,si,no,29,184,3,-1,0
CODDOC3908,36,married,terciario,no,1318,si,no,7,100,2,-1,0
CODDOC3914,48,married,primaria,no,2537,no,no,26,219,6,-1,0
CODDOC3917,38,married,terciario,no,0,si,no,18,185,3,-1,0
CODDOC3919,45,married,secundaria,no,49,no,no,29,65,2,-1,0
CODDOC3920,44,married,terciario,no,460,no,no,17,491,1,-1,0
CODDOC3923,48,married,secundaria,no,1143,si,no,17,264,1,317,1
CODDOC3928,37,married,terciario,no,1698,si,no,6,95,2,-1,0
CODDOC3929,47,married,secundaria,no,5306,si,no,15,322,1,-1,0
CODDOC3931,51,divorced,secundaria,no,1679,no,no,12,417,1,365,9
CODDOC3934,39,single,secundaria,no,471,no,no,15,5,1,-1,0
CODDOC3935,40,married,terciario,no,8902,si,no,14,464,5,-1,0
CODDOC3936,38,single,terciario,no,1704,no,no,1,222,1,-1,0
CODDOC3937,34,married,terciario,no,3050,si,no,13,469,1,-1,0
CODDOC3938,53,married,primaria,no,2581,no,no,15,99,1,-1,0
CODDOC3940,35,married,secundaria,no,243,si,no,20,41,3,-1,0
CODDOC3942,58,married,primaria,no,0,si,no,29,535,2,-1,0
CODDOC3946,42,married,terciario,no,157,si,si,7,650,1,-1,0
CODDOC3947,28,married,secundaria,no,934,si,no,4,53,2,-1,0
CODDOC3950,38,married,primaria,no,21,no,no,26,634,2,-1,0
CODDOC3951,27,single,secundaria,no,14,no,no,14,72,2,-1,0
CODDOC3952,50,single,secundaria,no,246,si,no,17,270,1,123,2
CODDOC3953,44,married,primaria,no,887,si,no,12,165,2,363,1
CODDOC3957,44,single,terciario,no,2734,si,no,12,897,4,-1,0
CODDOC3958,50,married,terciario,no,52,no,no,31,22,8,-1,0
CODDOC3959,34,married,terciario,no,2594,si,no,21,161,3,-1,0
CODDOC3960,54,divorced,primaria,no,22,no,no,20,23,4,-1,0
CODDOC3962,34,single,terciario,no,18,si,si,30,359,1,-1,0
CODDOC3966,58,married,primaria,no,5092,no,no,11,199,6,-1,0
CODDOC3967,41,divorced,secundaria,no,52,no,no,20,261,2,-1,0
CODDOC3969,58,married,terciario,no,1831,no,no,17,1531,1,-1,0
CODDOC3970,40,married,primaria,no,92,si,no,13,92,1,-1,0
CODDOC3973,50,married,secundaria,no,2061,si,si,29,197,2,244,3
CODDOC3976,34,married,secundaria,no,-315,si,no,8,56,2,-1,0
CODDOC3978,37,married,terciario,no,801,no,no,11,331,7,-1,0
CODDOC3979,66,married,terciario,no,1948,no,no,28,216,1,91,4
CODDOC3981,45,married,secundaria,no,784,si,si,3,34,1,-1,0
CODDOC3985,44,single,secundaria,no,1378,si,no,8,257,2,-1,0
CODDOC3987,30,single,terciario,no,6836,no,no,27,30,3,-1,0
CODDOC3990,31,single,terciario,no,462,si,si,19,147,1,-1,0
CODDOC3994,44,married,terciario,no,17361,no,no,18,476,1,-1,0
CODDOC3996,37,divorced,secundaria,no,0,si,no,21,146,4,-1,0
CODDOC3997,34,married,secundaria,no,-294,si,no,27,532,2,-1,0
CODDOC3998,43,married,secundaria,no,275,no,no,25,69,6,-1,0
CODDOC4000,44,married,secundaria,no,27,no,no,25,485,1,-1,0
CODDOC4001,53,divorced,secundaria,no,26,si,no,7,56,1,359,1
CODDOC4002,36,married,secundaria,no,191,no,no,31,69,1,-1,0
CODDOC4003,58,divorced,secundaria,no,-123,no,no,5,131,2,-1,0
CODDOC4005,34,single,secundaria,no,179,no,no,19,294,3,-1,0
CODDOC4008,34,married,terciario,no,105,si,no,28,249,2,-1,0
CODDOC4010,38,divorced,secundaria,no,70,no,no,27,255,3,148,1
CODDOC4013,30,married,terciario,no,0,si,no,24,209,2,-1,0
CODDOC4015,41,married,secundaria,no,21515,si,no,5,87,1,-1,0
CODDOC4016,36,married,secundaria,no,5902,si,no,23,219,4,-1,0
CODDOC4017,37,married,terciario,no,547,si,si,21,143,1,-1,0
CODDOC4019,26,single,secundaria,no,261,si,no,27,371,2,-1,0
CODDOC4020,43,married,secundaria,no,0,si,si,4,539,8,204,5
CODDOC4031,38,divorced,secundaria,no,0,si,no,11,580,1,173,1
CODDOC4032,36,single,secundaria,no,174,si,no,7,223,2,-1,0
CODDOC4033,58,married,secundaria,no,14412,no,no,18,297,1,-1,0
CODDOC4035,30,single,secundaria,no,57,no,no,2,465,2,-1,0
CODDOC4040,54,married,secundaria,no,448,si,si,5,98,1,-1,0
CODDOC4041,53,married,primaria,no,27,si,no,10,230,3,-1,0
CODDOC4043,30,single,terciario,no,1185,si,no,30,284,1,339,1
CODDOC4045,32,married,secundaria,no,2,si,no,15,16,9,309,1
CODDOC4047,39,single,terciario,no,3972,no,no,30,122,3,-1,0
CODDOC4048,75,married,secundaria,no,26452,no,no,15,219,2,-1,0
CODDOC4051,37,married,desconocido,no,47,no,no,19,374,3,-1,0
CODDOC4052,69,married,primaria,no,279,no,no,12,26,1,-1,0
CODDOC4053,52,married,primaria,no,20,si,no,28,172,1,-1,0
CODDOC4054,31,divorced,secundaria,no,360,no,no,15,332,1,297,2
CODDOC4056,29,single,terciario,no,1673,no,no,16,200,2,159,3
CODDOC4058,28,married,secundaria,no,100,si,si,27,132,2,-1,0
CODDOC4061,34,single,secundaria,no,296,no,no,7,147,4,-1,0
CODDOC4062,28,married,secundaria,no,2788,si,no,6,369,2,-1,0
CODDOC4065,33,single,terciario,no,125,no,no,29,66,2,-1,0
CODDOC4066,70,married,secundaria,no,616,no,no,27,149,2,182,1
CODDOC4067,36,married,secundaria,no,3064,si,no,26,240,3,107,4
CODDOC4069,30,single,secundaria,no,6900,no,no,21,816,1,-1,0
CODDOC4070,45,divorced,secundaria,no,-179,no,no,3,155,2,-1,0
CODDOC4072,28,married,secundaria,no,12,si,no,30,73,3,256,3
CODDOC4075,53,married,primaria,no,4086,no,no,20,14,3,-1,0
CODDOC4076,40,married,secundaria,no,257,si,no,16,731,4,-1,0
CODDOC4079,30,married,terciario,no,562,no,no,21,137,4,-1,0
CODDOC4082,26,single,secundaria,no,565,si,no,6,582,11,-1,0
CODDOC4084,51,married,terciario,no,1612,no,no,16,384,1,182,5
CODDOC4087,36,single,terciario,no,876,si,no,23,241,2,-1,0
CODDOC4088,57,married,secundaria,no,2137,no,no,8,132,7,-1,0
CODDOC4091,30,married,terciario,no,944,no,no,29,251,2,-1,0
CODDOC4093,43,married,secundaria,no,297,si,no,14,119,3,-1,0
CODDOC4094,69,single,terciario,no,2144,no,no,29,417,1,184,4
CODDOC4095,31,single,terciario,no,969,no,no,15,95,1,-1,0
CODDOC4098,46,married,secundaria,no,410,no,si,21,162,5,-1,0
CODDOC4101,34,married,terciario,no,436,si,no,17,28,1,345,1
CODDOC4102,48,married,primaria,no,559,si,no,15,1231,2,-1,0
CODDOC4104,46,divorced,terciario,no,25,no,no,26,103,2,-1,0
CODDOC4105,40,married,secundaria,no,1325,no,no,11,150,2,-1,0
CODDOC4106,39,married,secundaria,no,0,no,no,21,108,7,-1,0
CODDOC4108,50,married,primaria,no,2142,si,no,29,309,2,224,1
CODDOC4109,84,divorced,primaria,no,639,no,no,18,353,3,-1,0
CODDOC4113,46,married,primaria,no,96,no,no,4,151,2,-1,0
CODDOC4114,43,single,terciario,no,0,no,no,19,147,1,-1,0
CODDOC4117,57,married,desconocido,no,1621,si,no,19,108,1,-1,0
CODDOC4119,32,married,terciario,no,189,si,no,6,106,2,-1,0
CODDOC4120,52,single,secundaria,no,316,no,no,12,463,3,-1,0
CODDOC4123,42,divorced,secundaria,no,248,no,no,19,163,4,-1,0
CODDOC4124,47,divorced,primaria,no,126,si,no,3,2456,2,-1,0
CODDOC4125,50,divorced,terciario,no,13,si,no,20,76,1,-1,0
CODDOC4127,33,single,secundaria,no,358,si,no,7,302,1,356,3
CODDOC4130,33,married,secundaria,no,-163,si,si,8,502,2,-1,0
CODDOC4131,32,single,terciario,no,473,si,no,11,72,2,361,1
CODDOC4132,34,married,terciario,no,4831,si,no,4,265,1,-1,0
CODDOC4133,37,married,secundaria,no,1063,si,no,31,413,2,-1,0
CODDOC4134,30,married,secundaria,no,0,si,no,12,756,3,-1,0
CODDOC4139,36,married,secundaria,no,2880,no,no,12,283,1,-1,0
CODDOC4141,54,divorced,primaria,no,4382,si,no,18,193,4,-1,0
CODDOC4144,42,married,terciario,no,753,no,no,17,31,1,-1,0
CODDOC4146,52,married,primaria,no,1141,si,no,12,22,5,-1,0
CODDOC4147,40,married,secundaria,no,1259,no,no,20,234,5,-1,0
CODDOC4148,30,married,secundaria,no,227,no,si,3,23,1,-1,0
CODDOC4150,49,married,terciario,no,92,si,no,6,221,2,-1,0
CODDOC4152,32,single,secundaria,no,2478,no,si,20,395,1,-1,0
CODDOC4155,56,married,secundaria,no,800,no,si,9,170,1,-1,0
CODDOC4157,30,single,secundaria,no,638,no,no,14,358,6,-1,0
CODDOC4158,55,married,secundaria,no,159,no,no,28,159,1,-1,0
CODDOC4159,43,married,primaria,no,483,si,no,12,225,3,-1,0
CODDOC4161,57,married,secundaria,no,1044,no,no,11,585,1,192,2
CODDOC4166,59,married,terciario,no,1881,no,no,19,456,2,-1,0
CODDOC4167,42,single,desconocido,no,344,si,no,3,26,7,-1,0
CODDOC4168,46,married,primaria,no,0,si,no,12,51,9,-1,0
CODDOC4170,35,divorced,secundaria,no,221,si,no,14,150,1,360,1
CODDOC4171,50,married,secundaria,no,36,no,no,13,104,10,-1,0
CODDOC4174,25,single,terciario,no,220,no,no,26,68,1,-1,0
CODDOC4176,27,single,terciario,no,-148,si,no,11,146,3,224,1
CODDOC4178,57,married,terciario,no,1341,si,no,8,339,2,-1,0
CODDOC4179,48,married,secundaria,no,865,si,no,13,78,2,-1,0
CODDOC4181,33,married,secundaria,no,210,si,si,20,201,1,-1,0
CODDOC4185,47,married,terciario,no,6637,si,no,17,174,2,-1,0
CODDOC4186,31,married,terciario,no,271,no,no,18,89,1,-1,0
CODDOC4187,52,married,terciario,no,0,no,no,9,145,3,94,4
CODDOC4190,30,single,terciario,no,699,si,no,11,213,4,-1,0
CODDOC4192,31,single,terciario,no,1130,si,no,17,224,3,74,4
CODDOC4193,29,single,secundaria,no,584,si,no,16,541,19,-1,0
CODDOC4194,48,divorced,secundaria,no,3186,no,si,9,104,1,-1,0
CODDOC4195,32,single,secundaria,no,133,no,no,15,171,1,-1,0
CODDOC4196,30,single,terciario,no,868,no,no,7,387,2,-1,0
CODDOC4203,37,divorced,secundaria,no,33,si,no,20,106,2,167,1
CODDOC4207,40,married,secundaria,no,260,no,no,19,52,1,152,6
CODDOC4208,57,married,secundaria,no,589,si,no,2,223,1,76,4
CODDOC4211,51,divorced,secundaria,no,78,si,no,27,723,2,-1,0
CODDOC4213,38,single,terciario,no,14058,no,no,17,293,20,-1,0
CODDOC4214,30,single,secundaria,no,-522,si,si,5,670,2,286,6
CODDOC4215,36,single,desconocido,no,386,no,no,18,359,2,-1,0
CODDOC4216,37,married,secundaria,no,1978,no,no,9,404,1,182,1
CODDOC4218,38,married,terciario,no,2812,si,no,30,830,1,-1,0
CODDOC4222,47,married,desconocido,no,2106,si,no,6,168,1,-1,0
CODDOC4225,69,married,desconocido,no,426,no,no,9,225,1,90,1
CODDOC4226,65,married,desconocido,no,4717,no,no,6,256,1,-1,0
CODDOC4228,45,divorced,primaria,no,0,si,no,21,211,2,-1,0
CODDOC4230,62,divorced,terciario,no,6,si,no,13,216,1,183,4
CODDOC4231,37,married,terciario,no,4039,no,si,25,106,2,-1,0
CODDOC4232,39,divorced,secundaria,no,687,si,no,9,869,1,-1,0
CODDOC4233,38,single,secundaria,no,-242,si,no,18,1173,3,278,6
CODDOC4234,31,married,terciario,no,582,si,no,15,58,2,-1,0
CODDOC4235,58,divorced,primaria,no,8218,si,no,31,124,10,-1,0
CODDOC4237,31,married,secundaria,no,92,si,no,16,688,1,-1,0
CODDOC4238,33,single,secundaria,no,2085,no,no,9,501,2,-1,0
CODDOC4242,30,single,terciario,no,411,no,no,21,142,1,-1,0
CODDOC4243,34,married,secundaria,no,584,si,no,18,154,2,-1,0
CODDOC4247,32,single,secundaria,no,0,si,no,31,99,13,-1,0
CODDOC4248,32,single,terciario,no,0,no,no,21,9,6,-1,0
CODDOC4253,49,married,primaria,no,563,no,no,19,84,1,-1,0
CODDOC4254,35,married,terciario,no,3161,no,no,8,433,2,-1,0
CODDOC4257,34,married,primaria,no,2929,no,no,14,518,2,-1,0
CODDOC4259,29,single,terciario,no,5980,si,no,28,317,1,-1,0
CODDOC4260,32,single,secundaria,no,48,si,no,20,8,3,-1,0
CODDOC4263,59,married,secundaria,no,2308,no,no,30,815,1,87,1
CODDOC4264,25,married,terciario,no,10,si,no,21,857,4,-1,0
CODDOC4265,57,married,secundaria,no,162,si,no,5,174,1,-1,0
CODDOC4268,50,single,primaria,no,148,si,no,7,198,2,-1,0
CODDOC4269,39,married,secundaria,no,0,si,no,8,503,1,-1,0
CODDOC4270,45,married,primaria,no,185,si,no,29,249,3,-1,0
CODDOC4271,37,divorced,terciario,no,896,no,si,14,343,2,-1,0
CODDOC4272,47,divorced,primaria,no,1279,si,no,6,479,2,-1,0
CODDOC4273,50,married,terciario,no,199,si,si,3,116,2,253,1
CODDOC4276,53,married,terciario,no,15,no,no,20,921,2,-1,0
CODDOC4277,35,married,secundaria,no,147,si,si,29,41,1,184,7
CODDOC4281,46,divorced,secundaria,no,435,si,no,15,192,3,-1,0
CODDOC4282,52,married,secundaria,no,335,no,no,21,411,1,182,1
CODDOC4284,46,divorced,secundaria,no,5,si,si,29,305,2,-1,0
CODDOC4288,50,married,terciario,no,3337,si,si,31,24,14,-1,0
CODDOC4289,44,divorced,secundaria,no,0,no,no,28,264,5,-1,0
CODDOC4290,56,married,secundaria,no,1504,si,no,29,66,2,-1,0
CODDOC4291,40,married,terciario,no,35,no,no,3,318,4,317,3
CODDOC4292,36,married,secundaria,no,895,si,si,4,622,1,-1,0
CODDOC4295,42,married,secundaria,no,-246,si,no,7,149,1,-1,0
CODDOC4297,33,single,secundaria,no,894,no,no,5,509,2,-1,0
CODDOC4299,26,single,secundaria,no,3529,no,si,7,57,2,-1,0
CODDOC4300,37,married,secundaria,no,0,si,si,31,187,2,-1,0
CODDOC4302,49,married,primaria,no,371,si,no,31,18,44,-1,0
CODDOC4305,55,married,primaria,no,298,si,no,8,144,3,-1,0
CODDOC4306,49,married,terciario,no,306,si,no,18,285,7,-1,0
CODDOC4313,30,single,secundaria,no,20,si,no,20,404,6,340,1
CODDOC4314,35,married,secundaria,no,8652,si,no,24,103,6,-1,0
CODDOC4317,49,married,desconocido,no,51,si,no,7,984,1,-1,0
CODDOC4318,27,single,secundaria,si,-1,no,no,22,60,2,-1,0
CODDOC4321,22,single,secundaria,no,333,no,si,12,129,1,-1,0
CODDOC4324,83,divorced,primaria,no,0,no,no,31,664,1,77,3
CODDOC4326,53,married,secundaria,no,-626,si,no,9,205,1,-1,0
CODDOC4327,37,single,terciario,no,9,no,no,26,484,2,-1,0
CODDOC4333,27,single,secundaria,no,8366,no,no,7,458,2,349,1
CODDOC4335,37,single,secundaria,no,20453,si,no,4,115,1,-1,0
CODDOC4336,37,single,secundaria,no,105,no,si,17,260,4,-1,0
CODDOC4337,40,married,secundaria,no,440,si,no,5,327,2,-1,0
CODDOC4341,47,married,secundaria,no,2548,si,no,11,577,1,368,1
CODDOC4342,33,divorced,secundaria,no,0,no,no,21,224,8,-1,0
CODDOC4346,34,single,secundaria,no,174,no,no,11,259,4,-1,0
CODDOC4347,44,married,secundaria,no,10888,si,no,5,163,1,-1,0
CODDOC4348,32,married,secundaria,no,0,si,si,17,159,2,195,2
CODDOC4350,60,divorced,terciario,no,2131,no,no,10,421,6,-1,0
CODDOC4351,29,single,secundaria,no,-20,no,si,21,574,1,-1,0
CODDOC4352,39,single,secundaria,no,36,no,no,29,70,2,-1,0
CODDOC4354,30,married,terciario,no,400,si,no,7,223,1,-1,0
CODDOC4355,31,single,terciario,no,1214,no,no,3,39,1,-1,0
CODDOC4360,46,single,terciario,no,3232,no,no,15,94,2,-1,0
CODDOC4361,33,married,terciario,no,296,no,no,16,90,2,-1,0
CODDOC4363,40,married,secundaria,no,697,no,no,24,220,2,219,2
CODDOC4365,63,divorced,secundaria,no,1490,no,no,8,506,1,-1,0
CODDOC4366,33,married,terciario,no,150,no,no,21,151,2,-1,0
CODDOC4368,29,single,terciario,no,4210,si,no,18,119,1,-1,0
CODDOC4370,57,married,secundaria,no,16063,si,no,30,352,3,-1,0
CODDOC4372,28,single,secundaria,no,317,si,no,16,21,3,-1,0
CODDOC4374,28,married,secundaria,no,225,si,si,7,866,2,-1,0
CODDOC4377,42,married,primaria,no,-10,si,no,9,291,4,-1,0
CODDOC4378,31,married,secundaria,no,-617,si,no,2,115,2,-1,0
CODDOC4379,59,divorced,primaria,no,195,no,no,5,366,2,-1,0
CODDOC4380,41,married,primaria,no,1172,si,no,15,153,1,-1,0
CODDOC4381,57,married,secundaria,no,0,no,no,22,197,2,-1,0
CODDOC4382,43,divorced,secundaria,no,0,no,no,31,106,4,-1,0
CODDOC4383,30,divorced,secundaria,no,-94,si,no,14,41,2,-1,0
CODDOC4385,52,single,terciario,no,4,no,si,28,30,9,-1,0
CODDOC4391,40,married,secundaria,no,4795,si,no,17,57,1,-1,0
CODDOC4392,39,married,secundaria,no,266,no,no,11,102,2,-1,0
CODDOC4396,49,married,secundaria,no,1568,no,no,21,206,6,-1,0
CODDOC4397,41,single,primaria,no,0,no,no,8,239,1,368,2
CODDOC4398,35,married,secundaria,no,305,si,no,18,7,7,367,25
CODDOC4399,57,married,terciario,no,31,no,no,19,260,2,-1,0
CODDOC4401,48,married,secundaria,no,5,si,no,7,697,2,-1,0
CODDOC4403,41,married,primaria,no,39,si,no,21,549,2,-1,0
CODDOC4404,39,married,primaria,no,267,no,no,9,1151,5,-1,0
CODDOC4405,31,married,terciario,no,4945,no,no,11,445,1,-1,0
CODDOC4406,51,married,secundaria,no,463,si,no,13,213,5,-1,0
CODDOC4411,36,married,secundaria,no,-35,no,no,30,339,3,-1,0
CODDOC4412,49,married,primaria,no,230,si,no,8,96,1,-1,0
CODDOC4416,52,married,primaria,no,-133,no,no,5,96,2,-1,0
CODDOC4417,32,single,secundaria,no,811,si,no,14,563,1,-1,0
CODDOC4419,43,married,terciario,no,3529,si,no,4,190,3,-1,0
CODDOC4422,30,single,terciario,no,7845,si,no,3,59,1,-1,0
CODDOC4424,45,single,terciario,no,2048,si,no,18,310,1,804,1
CODDOC4425,34,married,terciario,no,1557,si,si,13,213,1,-1,0
CODDOC4427,41,married,terciario,no,1536,no,no,4,54,2,-1,0
CODDOC4428,42,married,terciario,no,0,no,no,8,118,6,-1,0
CODDOC4430,45,married,primaria,no,44,no,no,11,81,1,-1,0
CODDOC4433,32,married,secundaria,no,3935,si,no,29,129,2,-1,0
CODDOC4437,36,single,terciario,no,40,no,no,26,359,3,-1,0
CODDOC4439,52,divorced,secundaria,no,98,no,si,19,148,1,-1,0
CODDOC4440,28,single,secundaria,no,330,no,no,2,197,1,-1,0
CODDOC4444,28,single,terciario,no,0,no,no,27,198,2,-1,0
CODDOC4445,31,single,secundaria,no,775,no,no,2,361,1,-1,0
CODDOC4446,46,married,primaria,no,258,si,no,27,217,1,-1,0
CODDOC4447,22,single,secundaria,no,246,si,no,12,25,1,-1,0
CODDOC4448,49,single,primaria,no,2146,si,no,7,1516,2,353,2
CODDOC4449,44,married,secundaria,no,304,si,no,12,129,2,-1,0
CODDOC4452,55,married,terciario,no,6880,no,no,8,353,2,-1,0
CODDOC4453,35,married,secundaria,no,2189,no,no,19,256,3,-1,0
CODDOC4457,37,married,primaria,no,3953,si,no,6,610,2,138,1
CODDOC4459,29,single,terciario,no,572,no,no,16,314,1,195,1
CODDOC4460,31,single,secundaria,no,223,si,no,17,508,1,315,11
CODDOC4462,47,divorced,secundaria,no,164,no,no,5,212,1,-1,0
CODDOC4465,53,divorced,secundaria,no,4554,no,no,5,8,6,-1,0
CODDOC4466,38,single,terciario,no,623,no,no,28,297,4,144,4
CODDOC4469,42,married,primaria,no,1,si,no,28,59,5,-1,0
CODDOC4470,36,divorced,terciario,no,0,no,no,28,81,4,-1,0
CODDOC4472,59,married,desconocido,no,3534,no,no,21,216,4,-1,0
CODDOC4473,29,married,primaria,no,200,si,no,30,322,2,-1,0
CODDOC4474,33,married,secundaria,no,4790,si,no,20,137,1,272,2
CODDOC4476,43,married,secundaria,no,1335,si,no,6,371,2,-1,0
CODDOC4481,23,married,primaria,no,1158,si,no,16,743,1,-1,0
CODDOC4484,31,married,secundaria,no,119,si,no,4,380,1,-1,0
CODDOC4486,53,married,primaria,no,238,si,no,11,238,2,361,5
CODDOC4487,37,married,primaria,no,378,si,no,9,514,1,-1,0
CODDOC4491,58,married,secundaria,no,3496,si,no,2,111,4,-1,0
CODDOC4495,26,single,secundaria,no,668,si,no,28,576,3,-1,0
CODDOC4496,48,married,terciario,no,1175,si,no,18,1476,3,-1,0
CODDOC4500,45,divorced,primaria,no,942,no,no,21,362,1,-1,0
CODDOC4502,34,married,terciario,no,297,si,no,26,63,4,-1,0
CODDOC4504,60,married,primaria,no,362,no,si,29,816,6,-1,0
CODDOC4505,42,single,secundaria,no,1080,si,si,13,951,3,370,4
CODDOC4506,32,single,secundaria,no,620,si,no,26,1234,3,-1,0
CODDOC4507,42,divorced,terciario,no,-166,no,no,29,85,4,-1,0
CODDOC4508,33,married,secundaria,no,288,si,no,17,306,1,-1,0
CODDOC4512,46,married,secundaria,no,668,si,no,15,1263,2,-1,0
CODDOC4516,32,single,secundaria,no,473,si,no,7,624,5,-1,0
CODDOC4517,33,married,secundaria,no,-333,si,no,30,329,5,-1,0
CODDOC4520,28,married,secundaria,no,1137,no,no,6,129,4,211,3
