coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro
CODDOC3680,31,married,secundaria,no,-230,si,si,16,715,1,-1,0,0
CODDOC3685,30,single,terciario,no,305,no,no,30,633,1,85,2,1
CODDOC3686,33,single,terciario,no,-67,si,no,5,364,1,-1,0,0
CODDOC3687,41,married,secundaria,no,4539,no,no,30,298,3,-1,0,0
CODDOC3689,38,married,secundaria,no,-673,si,no,26,364,1,-1,0,0
CODDOC3694,38,married,terciario,no,846,no,no,2,253,1,-1,0,0
CODDOC3696,31,married,terciario,no,1331,no,no,30,297,1,86,3,1
CODDOC3700,50,married,secundaria,no,253,si,si,5,475,2,-1,0,0
CODDOC3701,60,married,primaria,no,71188,no,no,6,205,1,-1,0,0
CODDOC3704,42,married,primaria,no,-97,si,no,3,216,4,271,5,0
CODDOC3705,36,married,secundaria,no,199,si,no,9,183,1,-1,0,0
CODDOC3707,31,married,primaria,no,355,si,si,4,61,6,-1,0,0
CODDOC3709,35,divorced,terciario,no,473,no,si,5,37,2,-1,0,0
CODDOC3710,44,married,secundaria,no,6649,si,no,19,354,2,-1,0,0
CODDOC3712,46,married,secundaria,no,781,no,no,13,152,1,-1,0,0
CODDOC3713,49,married,primaria,no,1032,si,no,2,41,5,-1,0,0
CODDOC3715,35,divorced,terciario,no,434,si,no,11,277,1,271,2,0
CODDOC3719,40,divorced,desconocido,no,4384,si,no,5,315,1,-1,0,0
CODDOC3720,49,single,terciario,no,588,no,no,28,70,9,-1,0,0
CODDOC3722,35,married,secundaria,si,0,no,si,4,105,3,-1,0,0
CODDOC3724,32,single,secundaria,no,152,si,no,25,158,2,-1,0,1
CODDOC3730,42,married,primaria,no,149,no,no,20,94,2,-1,0,0
CODDOC3732,52,married,secundaria,no,424,no,no,19,143,1,154,3,0
CODDOC3736,43,married,terciario,no,58,si,no,9,48,4,-1,0,0
CODDOC3739,35,married,primaria,no,422,si,no,14,73,1,-1,0,0
CODDOC3740,41,married,terciario,no,437,si,no,3,14,21,-1,0,0
CODDOC3741,36,divorced,primaria,no,-308,si,no,12,725,1,-1,0,1
CODDOC3742,51,married,primaria,no,30,si,no,14,333,2,-1,0,0
CODDOC3744,42,single,secundaria,no,-247,si,si,21,519,1,166,1,1
CODDOC3745,26,single,secundaria,no,321,si,no,22,242,7,-1,0,0
CODDOC3746,23,single,secundaria,no,250,si,no,18,222,1,-1,0,0
CODDOC3747,50,married,terciario,no,-470,si,no,19,130,2,160,1,0
CODDOC3748,37,married,secundaria,no,140,si,si,7,490,1,-1,0,0
CODDOC3751,79,divorced,desconocido,no,2628,no,no,8,220,7,450,2,0
CODDOC3755,36,single,terciario,no,2944,no,no,18,882,8,-1,0,1
CODDOC3758,35,single,terciario,no,2288,no,no,28,32,2,-1,0,0
CODDOC3759,31,married,secundaria,no,472,si,no,13,907,2,-1,0,0
CODDOC3760,58,married,primaria,no,65,no,no,27,162,1,-1,0,0
CODDOC3766,55,divorced,secundaria,no,3450,no,no,10,169,1,183,1,1
CODDOC3768,55,married,secundaria,no,139,no,no,22,256,2,-1,0,0
CODDOC3769,47,single,terciario,no,0,no,no,11,58,3,-1,0,0
CODDOC3771,46,single,terciario,no,334,si,no,4,36,6,90,2,0
CODDOC3772,61,married,terciario,no,997,no,no,10,106,1,-1,0,1
CODDOC3774,34,married,secundaria,no,47,no,no,25,132,6,-1,0,0
CODDOC3776,41,divorced,terciario,no,3355,no,no,14,181,2,500,1,0
CODDOC3778,26,single,secundaria,no,396,si,no,28,302,1,-1,0,0
CODDOC3779,35,married,terciario,no,8,no,no,23,93,3,-1,0,1
CODDOC3787,74,married,secundaria,no,921,no,no,17,394,2,-1,0,1
CODDOC3790,47,married,terciario,no,0,no,no,27,508,1,-1,0,1
CODDOC3792,56,married,secundaria,no,22196,si,no,21,189,1,-1,0,0
CODDOC3794,49,married,primaria,no,249,si,no,21,450,1,-1,0,0
CODDOC3795,43,single,desconocido,no,3274,si,no,22,680,1,95,1,0
CODDOC3797,66,married,primaria,no,206,no,no,9,479,1,-1,0,1
CODDOC3798,30,single,terciario,no,2325,no,no,5,270,3,241,4,0
CODDOC3800,31,married,secundaria,no,1664,si,no,20,158,1,182,1,0
CODDOC3801,32,married,secundaria,no,3333,no,no,8,50,4,-1,0,0
CODDOC3803,34,married,terciario,no,37,no,no,6,45,1,-1,0,0
CODDOC3804,28,single,secundaria,no,28,no,no,29,220,2,-1,0,0
CODDOC3806,36,married,secundaria,no,134,no,no,20,98,1,-1,0,0
CODDOC3807,52,married,secundaria,no,603,no,si,9,79,1,-1,0,0
CODDOC3811,40,married,primaria,no,3658,si,no,14,977,1,-1,0,0
CODDOC3813,26,single,primaria,no,3342,si,no,4,329,4,-1,0,0
CODDOC3815,40,single,secundaria,no,263,si,no,6,231,1,-1,0,0
CODDOC3819,53,divorced,secundaria,no,765,si,no,14,959,3,174,7,1
CODDOC3820,46,divorced,secundaria,no,-824,si,no,7,429,3,-1,0,1
CODDOC3826,32,married,secundaria,si,4,si,si,25,132,8,-1,0,0
CODDOC3828,51,married,terciario,no,-892,si,si,14,248,2,-1,0,0
CODDOC3833,47,married,secundaria,no,-938,si,no,28,176,2,-1,0,0
CODDOC3836,29,single,terciario,no,19,no,no,5,110,2,64,2,1
CODDOC3838,53,single,desconocido,no,0,no,no,12,140,7,-1,0,0
CODDOC3841,48,married,secundaria,no,425,si,no,9,693,2,-1,0,0
CODDOC3844,50,married,primaria,no,341,si,si,20,670,4,340,2,1
CODDOC3845,39,married,secundaria,no,607,si,no,12,454,2,364,3,1
CODDOC3848,33,divorced,secundaria,no,385,no,no,27,29,28,-1,0,0
CODDOC3850,27,married,secundaria,no,362,si,no,14,332,2,-1,0,0
CODDOC3852,26,single,secundaria,no,802,no,no,30,77,1,2,2,0
CODDOC3853,45,married,secundaria,no,194,no,no,31,517,4,-1,0,0
CODDOC3854,54,married,secundaria,no,-315,no,si,10,2029,1,-1,0,1
CODDOC3857,42,married,primaria,no,83,no,si,7,184,1,-1,0,0
CODDOC3859,37,married,secundaria,no,-107,si,no,28,158,2,-1,0,0
CODDOC3862,50,married,secundaria,no,961,no,si,14,757,4,-1,0,0
CODDOC3864,33,married,secundaria,no,3470,no,no,11,285,2,-1,0,0
CODDOC3866,35,married,secundaria,no,0,si,no,18,146,2,-1,0,0
CODDOC3867,28,single,secundaria,no,0,si,no,28,386,1,-1,0,0
CODDOC3869,31,single,secundaria,no,-407,no,si,7,230,1,-1,0,0
CODDOC3871,49,single,primaria,no,1040,no,no,8,474,2,-1,0,0
CODDOC3873,29,single,secundaria,no,209,si,no,28,487,7,-1,0,0
CODDOC3874,50,married,desconocido,no,3304,no,no,5,1009,2,-1,0,0
CODDOC3875,26,single,terciario,no,294,no,no,5,87,1,91,2,1
CODDOC3876,27,married,secundaria,no,4848,si,si,23,82,3,-1,0,0
CODDOC3877,32,single,secundaria,no,1670,si,no,18,183,1,-1,0,0
CODDOC3879,34,single,secundaria,no,13683,si,no,3,115,3,-1,0,0
CODDOC3885,36,married,terciario,no,506,no,no,25,47,1,120,1,0
CODDOC3886,41,married,secundaria,no,1249,si,no,9,391,1,-1,0,0
CODDOC3887,36,single,terciario,no,678,no,si,4,85,3,-1,0,0
CODDOC3894,40,married,secundaria,no,61,si,no,7,112,3,-1,0,0
CODDOC3901,30,single,secundaria,no,3809,si,no,3,159,4,-1,0,0
CODDOC3902,52,married,secundaria,no,395,si,no,15,391,3,-1,0,0
CODDOC3903,55,married,secundaria,no,1011,si,no,12,112,2,-1,0,0
CODDOC3905,32,married,secundaria,no,76,si,no,21,189,2,-1,0,0
CODDOC3906,24,married,secundaria,no,0,no,no,28,94,1,-1,0,0
CODDOC3909,36,married,terciario,no,167,si,no,28,57,1,-1,0,0
CODDOC3910,42,married,terciario,no,2187,si,no,17,525,3,-1,0,1
CODDOC3911,49,married,secundaria,no,14440,si,no,21,60,1,-1,0,0
CODDOC3912,48,married,secundaria,no,2294,si,no,26,251,11,-1,0,0
CODDOC3913,36,married,secundaria,no,80,si,no,30,251,3,-1,0,0
CODDOC3915,30,married,terciario,no,569,no,no,27,976,12,-1,0,1
CODDOC3916,27,single,terciario,si,0,no,si,8,46,1,-1,0,0
CODDOC3918,36,single,secundaria,si,12,no,no,12,587,2,-1,0,1
CODDOC3921,42,married,secundaria,no,613,si,no,11,432,2,-1,0,0
CODDOC3922,37,married,terciario,no,7944,no,no,21,102,1,-1,0,0
CODDOC3924,57,married,primaria,no,-464,si,no,4,75,1,190,6,0
CODDOC3925,44,married,secundaria,no,1989,si,si,20,106,2,-1,0,0
CODDOC3926,48,married,secundaria,no,17,si,si,17,81,1,-1,0,0
CODDOC3927,56,married,primaria,no,-1,no,no,27,89,23,-1,0,0
CODDOC3930,54,married,desconocido,no,0,no,no,14,94,5,145,3,0
CODDOC3932,47,married,secundaria,no,3676,no,no,18,567,1,95,3,1
CODDOC3933,25,married,terciario,no,-242,si,si,18,600,4,332,4,1
CODDOC3939,32,married,secundaria,no,162,si,no,14,297,2,-1,0,0
CODDOC3941,24,single,secundaria,no,1847,no,no,9,390,1,-1,0,0
CODDOC3943,49,married,primaria,no,3371,no,no,11,269,2,-1,0,1
CODDOC3944,45,single,secundaria,no,1757,si,no,20,1010,3,326,1,0
CODDOC3945,55,married,terciario,no,171,si,no,8,73,6,-1,0,0
CODDOC3948,48,married,secundaria,no,-19,no,si,4,270,1,-1,0,0
CODDOC3949,51,single,terciario,si,-55,si,no,18,119,6,-1,0,0
CODDOC3954,40,married,terciario,no,51,no,no,19,164,2,-1,0,0
CODDOC3955,29,single,secundaria,no,-287,si,no,18,196,1,-1,0,0
CODDOC3956,34,married,secundaria,no,0,si,no,14,78,4,-1,0,0
CODDOC3961,34,married,terciario,no,1611,si,no,11,490,2,-1,0,0
CODDOC3963,52,married,primaria,no,1331,si,no,29,213,2,-1,0,0
CODDOC3964,60,married,desconocido,no,7337,no,no,4,122,1,-1,0,0
CODDOC3965,39,single,secundaria,no,835,si,no,29,587,4,-1,0,0
CODDOC3968,48,married,secundaria,no,10655,no,no,31,5,3,-1,0,0
CODDOC3971,48,married,terciario,no,586,si,si,6,179,2,-1,0,0
CODDOC3972,52,divorced,primaria,no,1758,si,no,15,41,1,-1,0,0
CODDOC3974,25,single,secundaria,no,959,no,no,9,144,5,-1,0,0
CODDOC3975,54,married,primaria,no,208,no,no,12,255,1,-1,0,0
CODDOC3977,48,married,terciario,si,-13,si,no,15,20,6,291,2,0
CODDOC3980,32,single,terciario,no,751,si,no,8,64,1,-1,0,0
CODDOC3982,43,single,secundaria,no,24,no,no,12,68,1,363,1,0
CODDOC3983,41,married,terciario,no,72,si,no,7,764,3,-1,0,0
CODDOC3984,40,divorced,terciario,no,1871,si,no,17,64,1,-1,0,0
CODDOC3986,43,married,primaria,no,188,si,no,12,58,3,347,5,0
CODDOC3988,32,married,secundaria,no,61,si,no,8,529,5,-1,0,0
CODDOC3989,57,married,secundaria,no,-967,si,no,15,8,7,-1,0,0
CODDOC3991,49,married,secundaria,no,0,no,no,28,173,2,-1,0,0
CODDOC3992,31,single,secundaria,no,5527,si,no,21,132,1,-1,0,0
CODDOC3993,41,married,terciario,no,1287,no,no,16,286,1,-1,0,0
CODDOC3995,54,married,desconocido,no,1956,no,no,19,221,5,-1,0,0
CODDOC3999,44,married,terciario,no,724,si,no,17,157,2,172,1,0
CODDOC4004,26,single,secundaria,no,-147,no,no,4,95,2,-1,0,0
CODDOC4006,55,married,primaria,no,1086,si,no,6,146,1,272,2,0
CODDOC4007,55,married,secundaria,no,471,si,no,30,58,2,-1,0,0
CODDOC4009,41,divorced,secundaria,no,1588,si,si,20,10,8,-1,0,0
CODDOC4011,28,single,secundaria,no,2700,no,no,3,337,4,-1,0,0
CODDOC4012,41,married,secundaria,no,1602,si,no,2,142,1,-1,0,0
CODDOC4014,39,married,desconocido,no,839,no,no,30,825,2,-1,0,0
CODDOC4018,59,married,terciario,no,3800,no,si,9,70,1,-1,0,0
CODDOC4021,42,married,secundaria,si,-34,no,no,5,176,1,-1,0,0
CODDOC4022,46,married,desconocido,no,9328,si,no,5,725,3,-1,0,1
CODDOC4023,31,married,secundaria,no,5,si,si,16,101,7,-1,0,0
CODDOC4024,43,married,secundaria,no,3529,no,no,5,169,2,-1,0,0
CODDOC4025,48,single,terciario,no,2330,si,no,4,15,1,-1,0,0
CODDOC4026,41,married,secundaria,no,1334,si,no,20,234,5,-1,0,0
CODDOC4027,32,married,terciario,no,3601,no,no,22,171,15,-1,0,0
CODDOC4028,45,married,terciario,no,265,no,no,28,14,3,-1,0,0
CODDOC4029,52,single,desconocido,no,2227,no,no,24,242,2,-1,0,1
CODDOC4030,37,married,secundaria,no,487,no,si,27,155,15,-1,0,0
CODDOC4034,37,married,terciario,no,3288,no,no,8,124,2,-1,0,0
CODDOC4036,47,married,secundaria,no,2246,si,no,10,330,1,-1,0,0
CODDOC4037,40,married,secundaria,no,4441,si,no,20,153,2,183,2,0
CODDOC4038,42,divorced,terciario,no,0,no,no,19,131,2,-1,0,0
CODDOC4039,71,married,terciario,no,353,no,no,27,208,1,93,2,0
CODDOC4042,33,divorced,secundaria,no,474,no,no,22,400,2,-1,0,0
CODDOC4044,39,divorced,secundaria,no,282,si,no,17,243,1,-1,0,0
CODDOC4046,34,single,secundaria,no,60,no,no,7,274,2,-1,0,0
CODDOC4049,33,divorced,secundaria,no,818,si,si,16,301,3,-1,0,0
CODDOC4050,40,married,secundaria,no,9374,si,no,21,7,8,185,1,0
CODDOC4055,28,single,secundaria,no,1532,no,no,22,253,1,107,5,0
CODDOC4057,46,married,secundaria,no,2420,no,no,19,405,2,-1,0,0
CODDOC4059,41,married,secundaria,no,0,no,no,20,89,1,-1,0,0
CODDOC4060,42,divorced,secundaria,no,1533,no,si,5,86,1,-1,0,0
CODDOC4063,43,single,secundaria,no,109,si,no,27,64,3,-1,0,0
CODDOC4064,32,married,secundaria,no,485,no,no,26,98,14,-1,0,0
CODDOC4068,53,married,secundaria,no,206,no,no,26,87,6,-1,0,0
CODDOC4071,31,single,secundaria,no,481,si,no,20,106,2,183,2,0
CODDOC4073,45,married,primaria,no,0,no,no,23,574,5,-1,0,0
CODDOC4074,51,married,terciario,no,176,si,si,1,8,1,687,2,0
CODDOC4077,53,married,primaria,no,53,si,no,7,208,1,140,1,0
CODDOC4078,31,divorced,secundaria,no,6,si,no,29,821,1,-1,0,0
CODDOC4080,53,married,secundaria,no,-118,si,no,9,101,3,-1,0,0
CODDOC4081,40,married,primaria,no,2805,si,no,14,173,6,353,23,0
CODDOC4083,47,married,secundaria,no,0,si,no,21,676,1,-1,0,0
CODDOC4085,45,married,primaria,no,180,si,si,27,62,2,-1,0,0
CODDOC4086,35,married,terciario,no,0,si,no,21,295,3,-1,0,0
CODDOC4089,42,married,primaria,no,260,si,no,31,175,2,-1,0,0
CODDOC4090,32,married,secundaria,si,-53,si,no,16,648,1,272,1,1
CODDOC4092,36,married,secundaria,no,2394,no,no,14,184,2,-1,0,0
CODDOC4096,35,married,secundaria,no,0,no,no,14,125,2,-1,0,0
CODDOC4097,26,married,terciario,no,37,si,si,6,207,1,363,2,0
CODDOC4099,30,married,secundaria,no,1211,si,no,18,176,1,-1,0,0
CODDOC4100,33,single,terciario,no,71,no,no,22,107,6,-1,0,0
CODDOC4103,31,married,terciario,no,1170,no,no,20,200,4,-1,0,0
CODDOC4107,33,single,secundaria,no,647,si,si,4,124,1,273,1,0
CODDOC4110,40,married,primaria,no,177,si,si,21,742,4,-1,0,0
CODDOC4111,55,married,terciario,no,236,no,no,4,200,1,-1,0,0
CODDOC4112,40,divorced,secundaria,no,1959,si,no,30,177,1,-1,0,0
CODDOC4115,34,married,secundaria,no,250,si,no,29,193,6,-1,0,0
CODDOC4116,35,single,secundaria,no,126,no,no,22,112,2,-1,0,0
CODDOC4118,25,single,secundaria,no,8,no,no,22,107,2,-1,0,1
CODDOC4121,31,single,terciario,si,-282,si,no,20,131,3,-1,0,0
CODDOC4122,34,married,terciario,no,-308,si,no,30,140,2,-1,0,0
CODDOC4126,30,married,secundaria,no,-393,si,si,16,435,1,-1,0,1
CODDOC4128,56,single,terciario,no,917,no,no,9,306,1,-1,0,0
CODDOC4129,34,divorced,secundaria,no,1268,si,no,15,259,3,-1,0,0
CODDOC4135,29,married,secundaria,no,424,si,si,14,241,2,-1,0,0
CODDOC4136,56,divorced,primaria,no,802,no,no,3,258,2,-1,0,0
CODDOC4137,31,married,terciario,no,430,si,no,25,137,16,-1,0,0
CODDOC4138,59,married,desconocido,no,3940,no,no,5,48,2,-1,0,0
CODDOC4140,51,divorced,secundaria,no,1069,si,no,30,247,2,-1,0,0
CODDOC4142,37,married,terciario,no,0,no,no,11,129,4,107,2,0
CODDOC4143,32,married,terciario,no,3939,no,no,8,209,2,-1,0,0
CODDOC4145,29,married,secundaria,no,358,no,no,21,88,5,-1,0,0
CODDOC4149,55,divorced,secundaria,no,538,si,no,7,353,2,-1,0,1
CODDOC4151,33,married,terciario,no,8023,no,no,25,196,1,87,4,0
CODDOC4153,21,single,secundaria,no,6844,no,no,14,126,3,127,7,0
CODDOC4154,42,married,secundaria,no,440,si,no,3,13,5,-1,0,0
CODDOC4156,39,single,secundaria,no,914,no,no,5,20,1,-1,0,0
CODDOC4160,53,married,secundaria,no,94,no,no,10,493,1,181,14,1
CODDOC4162,39,single,desconocido,no,0,no,no,20,13,11,-1,0,0
CODDOC4163,56,divorced,terciario,no,401,si,no,20,26,1,-1,0,0
CODDOC4164,29,single,desconocido,no,33,no,no,1,161,1,-1,0,0
CODDOC4165,38,married,primaria,no,506,si,si,12,122,1,-1,0,0
CODDOC4169,31,married,secundaria,no,3,si,no,28,37,12,-1,0,0
CODDOC4172,42,married,primaria,no,969,si,no,13,721,1,-1,0,0
CODDOC4173,36,single,secundaria,no,760,no,no,20,9,13,-1,0,0
CODDOC4175,42,single,terciario,no,10907,no,no,4,74,3,-1,0,0
CODDOC4177,32,married,primaria,no,415,si,no,2,777,4,-1,0,1
CODDOC4180,34,divorced,secundaria,no,-566,si,no,26,248,2,-1,0,0
CODDOC4182,26,single,secundaria,no,1275,si,no,20,18,9,-1,0,0
CODDOC4183,50,married,secundaria,no,579,no,no,26,83,4,-1,0,0
CODDOC4184,60,single,terciario,no,2934,no,no,8,233,2,-1,0,0
CODDOC4188,36,married,secundaria,no,472,si,no,19,1017,1,-1,0,0
CODDOC4189,43,married,primaria,no,487,si,no,7,548,2,-1,0,0
CODDOC4191,32,married,secundaria,no,150,no,no,5,210,1,-1,0,0
CODDOC4197,48,married,secundaria,no,480,si,no,15,830,1,352,2,1
CODDOC4198,51,married,desconocido,no,1883,si,no,5,57,1,-1,0,0
CODDOC4199,34,married,terciario,no,606,no,no,20,97,1,-1,0,1
CODDOC4200,35,married,secundaria,no,603,si,no,17,474,2,-1,0,0
CODDOC4201,49,single,primaria,no,548,no,no,31,115,6,-1,0,0
CODDOC4202,36,married,secundaria,no,-872,si,si,20,153,1,183,1,0
CODDOC4204,37,married,terciario,no,1689,si,no,29,645,2,-1,0,0
CODDOC4205,49,married,primaria,no,902,no,no,9,210,2,-1,0,0
CODDOC4206,44,divorced,secundaria,no,0,si,si,13,97,1,-1,0,0
CODDOC4209,39,married,secundaria,no,626,si,no,11,126,2,-1,0,0
CODDOC4210,38,married,secundaria,no,0,no,si,16,1473,6,-1,0,0
CODDOC4212,27,single,secundaria,no,3792,no,no,22,279,2,-1,0,1
CODDOC4217,53,married,secundaria,no,459,no,no,14,317,6,192,1,0
CODDOC4219,48,married,terciario,no,5057,no,si,19,37,1,-1,0,0
CODDOC4220,26,married,secundaria,no,-759,si,no,11,191,1,-1,0,0
CODDOC4221,33,single,secundaria,no,-416,si,no,16,767,2,-1,0,1
CODDOC4223,45,divorced,terciario,no,220,si,no,18,89,4,-1,0,0
CODDOC4224,32,divorced,secundaria,no,0,si,no,2,746,2,-1,0,0
CODDOC4227,37,married,secundaria,no,395,si,no,6,219,2,-1,0,0
CODDOC4229,36,married,secundaria,no,-206,si,no,8,177,2,-1,0,0
CODDOC4236,44,single,terciario,no,1424,si,no,8,201,2,-1,0,0
CODDOC4239,36,single,terciario,no,197,no,no,30,260,1,-1,0,1
CODDOC4240,31,single,secundaria,no,2305,no,no,4,139,1,-1,0,0
CODDOC4241,45,married,secundaria,no,-547,si,no,3,214,2,-1,0,0
CODDOC4244,34,married,terciario,no,997,si,si,21,81,1,-1,0,0
CODDOC4245,39,divorced,secundaria,no,83,si,no,30,69,6,-1,0,0
CODDOC4246,41,married,terciario,no,6563,no,no,27,136,8,-1,0,0
CODDOC4249,36,married,primaria,no,398,si,no,12,278,1,-1,0,0
CODDOC4250,35,married,terciario,no,1145,si,no,2,82,2,-1,0,0
CODDOC4251,32,single,terciario,no,2,si,no,11,100,2,-1,0,1
CODDOC4252,33,single,terciario,no,201,si,no,19,171,1,183,1,0
CODDOC4255,31,married,secundaria,no,0,no,si,15,624,6,-1,0,0
CODDOC4256,42,married,secundaria,no,1331,no,no,23,698,2,-1,0,0
CODDOC4258,32,married,secundaria,si,-220,si,si,25,123,2,-1,0,0
CODDOC4261,50,single,desconocido,no,0,no,no,28,118,8,-1,0,0
CODDOC4262,58,married,secundaria,no,3382,no,si,28,294,2,309,2,0
CODDOC4266,30,single,secundaria,no,1073,si,no,5,1130,4,-1,0,0
CODDOC4267,26,single,secundaria,no,1700,si,no,7,13,5,-1,0,0
CODDOC4274,40,married,secundaria,no,99,no,no,9,15,5,-1,0,0
CODDOC4275,35,married,primaria,no,378,si,no,16,427,3,-1,0,0
CODDOC4278,54,married,secundaria,no,2225,no,si,13,73,2,-1,0,0
CODDOC4279,35,single,secundaria,no,1810,si,no,25,65,2,-1,0,0
CODDOC4280,31,married,desconocido,si,-6,no,si,7,94,2,-1,0,0
CODDOC4283,34,divorced,secundaria,no,-251,no,no,18,641,1,-1,0,1
CODDOC4285,54,married,secundaria,no,641,si,no,17,472,1,148,2,0
CODDOC4286,37,married,terciario,no,0,si,no,21,115,1,-1,0,0
CODDOC4287,39,married,terciario,no,722,no,no,23,141,1,-1,0,0
CODDOC4293,33,married,terciario,no,752,si,no,11,104,4,-1,0,0
CODDOC4294,33,single,secundaria,no,1925,si,no,2,76,2,-1,0,0
CODDOC4296,30,single,terciario,no,901,si,si,16,601,1,-1,0,0
CODDOC4298,26,single,secundaria,no,592,si,si,27,174,1,-1,0,0
CODDOC4301,59,married,primaria,no,0,no,no,5,493,2,-1,0,1
CODDOC4303,33,single,primaria,no,1,si,no,20,257,1,-1,0,0
CODDOC4304,46,single,secundaria,no,834,si,no,11,196,2,-1,0,0
CODDOC4307,51,married,secundaria,no,143,si,no,16,627,1,-1,0,0
CODDOC4308,27,married,secundaria,no,186,si,no,27,136,2,-1,0,0
CODDOC4309,44,married,secundaria,no,5597,no,no,20,27,3,-1,0,0
CODDOC4310,40,single,secundaria,no,1547,si,no,12,88,2,173,1,0
CODDOC4311,36,married,terciario,no,1852,no,no,8,362,1,-1,0,0
CODDOC4312,46,single,secundaria,no,1790,si,no,5,214,5,-1,0,0
CODDOC4315,31,single,secundaria,no,1626,no,no,7,356,2,286,3,0
CODDOC4316,37,married,secundaria,no,749,no,no,21,219,1,-1,0,0
CODDOC4319,32,married,secundaria,no,-32,si,no,12,145,1,-1,0,0
CODDOC4320,70,divorced,secundaria,no,6850,no,no,5,252,3,183,1,0
CODDOC4322,58,married,secundaria,no,-27,no,si,31,77,13,-1,0,0
CODDOC4323,33,married,secundaria,no,932,si,no,21,226,1,-1,0,0
CODDOC4325,50,divorced,terciario,no,100,si,si,13,157,1,299,3,0
CODDOC4328,55,divorced,primaria,no,653,no,no,6,800,1,-1,0,0
CODDOC4329,49,married,secundaria,no,3608,si,no,13,231,1,-1,0,1
CODDOC4330,41,married,primaria,no,293,si,si,7,102,1,-1,0,0
CODDOC4331,40,single,terciario,no,36,si,no,27,240,3,-1,0,0
CODDOC4332,48,married,terciario,no,263,si,no,5,350,2,-1,0,0
CODDOC4334,30,single,terciario,no,2186,si,no,3,366,1,-1,0,0
CODDOC4338,73,married,desconocido,no,519,no,no,16,434,1,57,1,1
CODDOC4339,50,married,terciario,no,19447,si,si,21,166,1,-1,0,0
CODDOC4340,53,married,primaria,no,225,no,no,18,171,7,-1,0,0
CODDOC4343,50,married,desconocido,no,2284,si,no,31,1088,17,-1,0,1
CODDOC4344,51,married,primaria,no,40,si,no,13,79,1,370,1,0
CODDOC4345,42,divorced,terciario,no,364,no,no,18,52,1,-1,0,0
CODDOC4349,60,married,terciario,no,225,no,no,19,54,2,-1,0,0
CODDOC4353,47,married,primaria,no,2642,no,no,13,310,2,-1,0,0
CODDOC4356,34,single,terciario,no,-292,si,no,19,181,6,-1,0,0
CODDOC4357,51,married,secundaria,no,1415,si,no,2,151,3,-1,0,0
CODDOC4358,38,married,secundaria,no,213,si,no,16,270,15,-1,0,0
CODDOC4359,47,single,secundaria,no,2540,no,no,18,110,5,-1,0,0
CODDOC4362,30,married,terciario,no,42,no,no,25,115,6,-1,0,0
CODDOC4364,38,single,secundaria,no,13156,si,no,17,291,4,331,1,0
CODDOC4367,59,married,secundaria,no,0,no,no,5,812,1,-1,0,1
CODDOC4369,54,divorced,secundaria,no,1012,si,no,12,33,3,175,2,0
CODDOC4371,57,married,primaria,no,5431,si,si,6,383,1,-1,0,0
CODDOC4373,30,single,secundaria,no,4787,si,no,18,266,1,167,2,0
CODDOC4375,45,divorced,primaria,no,3854,si,no,20,10,3,-1,0,0
CODDOC4376,29,divorced,secundaria,no,92,si,no,7,240,1,-1,0,0
CODDOC4384,26,single,secundaria,no,609,no,no,28,112,1,-1,0,0
CODDOC4386,32,divorced,secundaria,no,1121,si,si,16,211,3,-1,0,0
CODDOC4387,39,divorced,terciario,no,355,si,no,25,313,5,-1,0,0
CODDOC4388,31,married,secundaria,no,3653,si,si,21,252,1,168,4,0
CODDOC4389,83,divorced,primaria,no,1097,no,no,5,181,1,-1,0,1
CODDOC4390,34,married,terciario,no,436,no,si,28,118,4,-1,0,0
CODDOC4393,50,married,secundaria,no,3357,no,no,9,239,4,-1,0,1
CODDOC4394,30,married,terciario,no,101,si,si,7,187,3,-1,0,0
CODDOC4395,43,married,secundaria,no,10910,si,no,15,66,2,-1,0,0
CODDOC4400,29,married,secundaria,no,452,si,no,27,347,1,-1,0,0
CODDOC4402,38,divorced,terciario,no,7929,no,no,8,182,3,-1,0,0
CODDOC4407,35,single,secundaria,no,2116,si,no,13,409,2,-1,0,0
CODDOC4408,45,divorced,secundaria,no,59,si,no,24,873,8,-1,0,1
CODDOC4409,28,married,secundaria,no,131,si,no,12,147,5,-1,0,0
CODDOC4410,57,married,secundaria,no,107,no,no,14,85,2,-1,0,0
CODDOC4413,34,single,terciario,no,2679,si,no,7,195,1,-1,0,0
CODDOC4414,65,married,primaria,no,493,no,no,16,622,1,182,1,0
CODDOC4415,26,single,secundaria,no,256,si,no,4,101,2,-1,0,0
CODDOC4418,33,married,terciario,no,302,si,si,16,670,1,-1,0,0
CODDOC4420,26,single,terciario,no,75,si,si,19,351,1,-1,0,0
CODDOC4421,45,married,secundaria,no,999,si,no,20,215,6,188,2,0
CODDOC4423,37,divorced,primaria,no,260,si,no,17,446,2,-1,0,0
CODDOC4426,35,married,secundaria,no,505,si,si,27,371,2,-1,0,0
CODDOC4429,48,married,desconocido,no,439,si,no,2,212,1,249,2,0
CODDOC4431,47,married,terciario,no,295,si,no,5,157,1,-1,0,0
CODDOC4432,37,married,primaria,no,190,si,si,8,194,1,-1,0,0
CODDOC4434,40,married,terciario,no,-17,si,si,11,474,1,256,1,1
